RISULTATI RISPOSTA HYBRID CON LLAMA-API: SEMANTIC CHUNKING

2025-11-03 16:50:06,A chi sono riservati principalmente gli appelli straordinari?,"Gli appelli straordinari sono principalmente riservati ai laureandi e comunque solo a studenti che siano a non più di 1 esame dal completamento del proprio piano di studi, come indicato nella fonte 1, che regolamenta l'istituzione di eventuali appelli straordinari ulteriori rispetto a quelli approvati dal Consiglio Intercorso di Laurea (CIL) e pubblicati nella sezione Didattica del portale del Dipartimento di Ingegneria.",0.667,0.894,1.000,1.000,0.571
2025-11-03 16:50:06,Chi decide se istituire o meno un appello straordinario?,"La decisione di istituire o meno un appello straordinario è a discrezione del docente, al quale gli studenti interessati dovranno eventualmente rivolgersi per richiederne l’apertura. Il docente potrà considerare autonomamente quali siano i criteri per concedere o meno l’appello straordinario, facendo riferimento in modo non esaustivo a principi quali l’utilità dell’appello, la motivata urgenza o criticità sottostante la richiesta, il numero di studenti potenzialmente interessati, la distanza temporale dagli appelli ufficiali. Il Presidente del Consiglio Intercorso di Laurea (CIL) avrà facoltà di proporre date diverse per l’appello, piuttosto che impedirne l’istituzione, in funzione di criticità che dovessero emergere dalla consultazione del CIL, o altre considerazioni di interesse generale. In assenza di reazione del Presidente del CIL entro una settimana dalla comunicazione, varrà il criterio del silenzio assenso.",1.000,0.912,1.000,1.000,0.348
2025-11-03 16:50:06,A chi deve comunicare il docente l'istituzione di un appello straordinario?,"Il docente, nel caso istituisca appelli straordinari, ne dovrà comunque dare comunicazione al Presidente, che ne informerà il CIL, e alla Segreteria Didattica, che si farà carico di pubblicizzarlo attraverso i canali istituzionali di comunicazione con gli studenti.",1.000,0.498,1.000,1.000,0.578
2025-11-03 16:50:06,Cosa accade se il Presidente del CIL non risponde entro una settimana alla proposta di un appello straordinario?,"Il Presidente del CIL ha facoltà di proporre date diverse per l’appello, piuttosto che impedirne l’istituzione, in funzione di criticità che dovessero emergere dalla consultazione del CIL, o altre considerazioni di interesse generale. In assenza di reazione del Presidente del CIL entro una settimana dalla comunicazione, varrà il criterio del silenzio assenso.",1.000,0.859,1.000,1.000,0.559
2025-11-03 16:50:06,Quali fattori può considerare il docente nel valutare una richiesta di appello straordinario?,"Il docente può considerare autonomamente quali siano i criteri per concedere o meno l’appello straordinario, facendo riferimento in modo non esaustivo a principi quali l’utilità dell’appello, la motivata urgenza o criticità sottostante la richiesta, il numero di studenti potenzialmente interessati, la distanza temporale dagli appelli ufficiali, come indicato nella fonte 1 che disciplina gli appelli straordinari nell'Area Informazione del Dipartimento di Ingegneria.",0.700,0.907,1.000,1.000,0.637
2025-11-03 16:50:06,Esiste un limite massimo di appelli straordinari che un docente può istituire?,Non presente nei documenti.,1.000,0.000,0.700,1.000,0.928
2025-11-03 16:50:06,Quando inizia e quando termina l'anno accademico 2025/2026?,"Non presente nei documenti una data specifica di inizio e fine dell'anno accademico 2025/2026, ma si fa riferimento all'anno accademico 2025/2026 in diverse fonti, come ad esempio nella [Fonte 1] che elenca le sessioni di laurea con relative date di esame e discussione della tesi, e nella [Fonte 2] che menziona l'inizio delle lezioni dell'anno accademico 2021/22 e l'anno accademico 2025/2026 senza specificare le date. Inoltre, nella [Fonte 4] è presente un calendario degli appelli di esame per l'anno accademico 2025-26, con date che vanno da dicembre 2025 a settembre 2026, ma non fornisce informazioni sulla durata dell'anno accademico. Pertanto, non è possibile determinare con certezza le date di inizio e fine dell'anno accademico 2025/2026.",1.000,0.000,0.000,0.000,0.207
2025-11-03 16:50:06,Quali sono le principali festività nazionali indicate nel calendario?,"Le principali festività nazionali indicate nel calendario sono: tutte le domeniche, il 1 novembre (tutti i Santi), l'8 dicembre (Immacolata Concezione), il 25 dicembre (Santo Natale), il 26 dicembre (Santo Stefano), il 1 gennaio (primo giorno dell'anno), il 6 gennaio (Epifania), il 25 aprile (anniversario della Liberazione), il 1 maggio (festa del Lavoro), il 2 giugno (festa della Repubblica) e il 15 agosto (Assunzione della Beata Vergine), oltre alle festività del Patrono della sede in cui si svolgono le attività didattiche, che variano a seconda della sede: Perugia il 29 gennaio, Foligno il 24 gennaio, Terni il 14 febbraio, Narni il 3 maggio e Assisi l'11 agosto.",1.000,0.958,1.000,1.000,0.798
2025-11-03 16:50:06,Quali sono i giorni festivi specifici per la sede di Perugia?,Non presente nei documenti.,1.000,0.000,0.000,0.000,0.115
2025-11-03 16:50:06,Qual è il periodo previsto per le vacanze natalizie?,"Il periodo previsto per le vacanze natalizie è di norma dal 23 dicembre al 6 gennaio, come indicato nel calendario generale delle attività didattiche dell'Università degli Studi di Perugia per l'anno accademico 2025/2026.",1.000,0.800,1.000,1.000,0.508
