2025-11-07 12:33:21,A chi sono riservati principalmente gli appelli straordinari?,Gli appelli straordinari devono essere principalmente RISERVATI ai Laureandi e comunque solo a studenti che siano a NON PIU' di 1 ESAME dal completamento del proprio piano di studi.,1.000,0.884,1.000,1.000,0.951
2025-11-07 12:33:21,Chi decide se istituire o meno un appello straordinario?,"Gli appelli straordinari sono istituiti a DISCREZIONE del docente, al quale gli studenti interessati dovranno eventualmente rivolgersi per richiederne l’apertura. Il docente potrà considerare autonomamente quali siano i criteri per concedere o meno l’appello straordinario.",1.000,0.790,1.000,1.000,0.738
2025-11-07 12:33:21,A chi deve comunicare il docente l'istituzione di un appello straordinario?,Non presente nei documenti.,0.000,0.000,0.000,0.000,0.123
2025-11-07 12:33:21,Cosa accade se il Presidente del CIL non risponde entro una settimana alla proposta di un appello straordinario?,"In assenza di reazione del Presidente del CIL entro una settimana dalla comunicazione, varrà il criterio del silenzio assenso.",1.000,0.893,1.000,1.000,0.693
2025-11-07 12:33:21,Quali fattori può considerare il docente nel valutare una richiesta di appello straordinario?,"Il docente può considerare autonomamente quali siano i criteri per concedere o meno l’appello straordinario, facendo riferimento in modo non esaustivo a principi quali l’utilità dell’appello, la motivata urgenza o criticità sottostante la richiesta, il numero di studenti potenzialmente interessati e la distanza temporale dagli appelli ufficiali.",1.000,0.781,0.500,1.000,0.800
2025-11-07 12:33:21,Esiste un limite massimo di appelli straordinari che un docente può istituire?,Non presente nei documenti.,0.000,0.000,0.478,1.000,0.887
2025-11-07 12:33:21,Quando inizia e quando termina l'anno accademico 2025/2026?,"L'anno accademico 2025/2026 è menzionato nel contesto come ""Offerta Formativa 2025 |/26 - Regolamento 2025 |"" (Fonte 2 e Fonte 3). Tuttavia, il contesto fornito non specifica quando inizia e quando termina l'anno accademico 2025/2026.",0.667,0.000,0.000,0.000,0.385
2025-11-07 12:33:21,Quali sono le principali festività nazionali indicate nel calendario?,"Le principali festività nazionali indicate nel calendario sono: il giorno 26 dicembre (Santo Stefano), il giorno 1^ gennaio (primo giorno dell’anno), il giorno 6 gennaio (Epifania) e le festività del Patrono della sede in cui si svolgono le attività didattiche.",0.000,1.000,0.000,0.000,0.498
2025-11-07 12:33:21,Quali sono i giorni festivi specifici per la sede di Perugia?,Non presente nei documenti.,1.000,0.334,0.000,0.000,0.113
2025-11-07 12:33:21,Qual è il periodo previsto per le vacanze natalizie?,"Il contesto fornito indica la presenza delle ""Vacanze Natalizie"" nel ""Calendario generale delle attività didattiche"". Tuttavia, non specifica il periodo previsto per tali vacanze.",1.000,0.000,0.000,0.000,0.197
2025-11-07 12:33:21,Quando iniziano e terminano le vacanze pasquali?,"Il contesto fornito menziona ""Vacanze Natalizie e Pasquali"" nella Fonte 2, sotto il ""Calendario generale delle attività didattiche"". Tuttavia, non vengono specificate le date di inizio e fine delle vacanze pasquali.",0.750,0.000,0.000,0.000,0.174
2025-11-07 12:33:21,Durante quali periodi le attività didattiche sono sospese per le vacanze?,Non presente nei documenti.,0.000,0.000,0.000,0.000,0.134
2025-11-07 12:33:21,Le lezioni iniziano a ottobre 2025?,Non presente nei documenti.,1.000,0.000,0.000,0.000,0.627
2025-11-07 12:33:21,Per quale anno accademico si riferisce il calendario delle lauree?,Non presente nei documenti.,0.000,0.000,1.000,0.000,0.121
2025-11-07 12:33:21,Quando si svolge la prima sessione di laurea dell'anno accademico 2025-2026?,Non presente nei documenti.,0.000,0.000,0.000,0.000,0.136
2025-11-07 12:33:21,Qual è l'ultima sessione di laurea prevista nel calendario?,Non presente nei documenti.,0.000,0.000,0.000,0.000,0.141
2025-11-07 12:33:21,Quante sessioni di laurea sono previste complessivamente nel calendario 2025-2026?,Non presente nei documenti.,0.000,0.000,0.000,0.000,0.114
2025-11-07 12:33:21,Le date delle lauree sono identiche per i corsi triennali e magistrali?,Non presente nei documenti.,0.000,0.000,0.000,0.000,0.143
2025-11-07 12:33:21,Vengono specificate le scadenze per la presentazione della domanda di laurea?,Non presente nei documenti.,1.000,0.000,0.000,0.000,0.146
2025-11-07 12:33:21,È indicato l’orario preciso di inizio delle sedute di laurea?,Non presente nei documenti.,1.000,0.000,1.000,1.000,0.890
2025-11-07 12:33:21,Che cos'è il programma Erasmus+?,"Il programma Erasmus+ è il Programma dell'Unione Europea per l'istruzione, la formazione, la gioventù e lo sport. Offre l’opportunità agli studenti di qualsiasi indirizzo e ciclo di studi di studiare e formarsi all’estero presso un istituto d'istruzione superiore partner, o di acquisire esperienza lavorativa attraverso un tirocinio in un'impresa, un istituto di ricerca, un laboratorio, un'organizzazione o qualsiasi altro posto di lavoro pertinente.",1.000,0.897,0.750,1.000,0.718
