RISULTATI RISPOSTA DENSE (NOMIC) CON LLAMA-API

2025-11-03 16:08:23,A chi sono riservati principalmente gli appelli straordinari?,Non presente nei documenti,nan,0.000,0.000,0.000,0.127
2025-11-03 16:08:23,Chi decide se istituire o meno un appello straordinario?,Non presente nei documenti,nan,0.000,0.000,0.000,0.128
2025-11-03 16:08:23,A chi deve comunicare il docente l'istituzione di un appello straordinario?,Non presente nei documenti,nan,0.645,0.000,0.000,0.127
2025-11-03 16:08:23,Cosa accade se il Presidente del CIL non risponde entro una settimana alla proposta di un appello straordinario?,Non presente nei documenti,nan,0.000,0.000,0.000,0.149
2025-11-03 16:08:23,Quali fattori può considerare il docente nel valutare una richiesta di appello straordinario?,Non presente nei documenti,nan,0.000,0.000,0.000,0.142
2025-11-03 16:08:23,Esiste un limite massimo di appelli straordinari che un docente può istituire?,Non presente nei documenti.,0.000,0.000,0.887,1.000,0.928
2025-11-03 16:08:23,Quando inizia e quando termina l'anno accademico 2025/2026?,"Non ci sono informazioni complete sull'inizio e la fine dell'anno accademico 2025/2026, ma è presente una data di inizio del primo semestre del corso di laurea magistrale in Ingegneria Informatica e Robotica, che è il 15/09/2025, e una data di fine del primo semestre, che è il 12/12/2025, come indicato nella Fonte 5.",0.833,0.000,0.000,0.500,0.201
2025-11-03 16:08:23,Quali sono le principali festività nazionali indicate nel calendario?,Non presente nei documenti.,1.000,0.000,0.000,0.000,0.127
2025-11-03 16:08:23,Quali sono i giorni festivi specifici per la sede di Perugia?,Non presente nei documenti,nan,0.000,0.000,0.000,0.113
2025-11-03 16:08:23,Qual è il periodo previsto per le vacanze natalizie?,Non presente nei documenti,nan,0.000,0.000,0.000,0.133
2025-11-03 16:08:23,Quando iniziano e terminano le vacanze pasquali?,Non presente nei documenti,nan,0.000,0.000,0.000,0.132
2025-11-03 16:08:23,Durante quali periodi le attività didattiche sono sospese per le vacanze?,Non presente nei documenti,nan,0.000,0.000,0.000,0.119
2025-11-03 16:08:23,Le lezioni iniziano a ottobre 2025?,"Non è presente una conferma diretta che le lezioni iniziano a ottobre 2025, ma è menzionato che il primo semestre dell'anno accademico 2025/2026 va dal 15/09/2025 al 12/12/2025, il che suggerisce che le lezioni potrebbero iniziare prima di ottobre, specificamente il 15 settembre 2025.",1.000,0.000,0.200,1.000,0.649
2025-11-03 16:08:23,Per quale anno accademico si riferisce il calendario delle lauree?,"Il calendario delle lauree si riferisce all'anno accademico 2025-2026, come indicato in più punti del contesto fornito, ad esempio nella scheda del corso di laurea magistrale in Ingegneria Informatica e Robotica, dove si menziona l'""Anno accademico offerta didattica 2025/26"" e nel testo di Fonte 2, che riporta ""ANNO ACCADEMICO 2025-2026"". Inoltre, anche in Fonte 3 si fa riferimento all'""a.a. 2025-26"" come anno accademico di riferimento per l'attivazione degli insegnamenti. Anche in Fonte 5, l'orario delle lezioni è specificato per l'""a.a. 2025/2026 - II anno - I semestre"", confermando ulteriormente il riferimento all'anno accademico 2025-2026.",0.875,0.996,0.950,0.000,0.390
2025-11-03 16:08:23,Quando si svolge la prima sessione di laurea dell'anno accademico 2025-2026?,Non presente nei documenti,nan,0.000,0.000,0.000,0.130
2025-11-03 16:08:23,Qual è l'ultima sessione di laurea prevista nel calendario?,"L'ultima sessione di laurea prevista nel calendario è la sessione ""Primaverile"" con le seguenti date: Domanda Esame di Sessione Laurea il 12 marzo, Consegna Tesi il 1 aprile e Discussione Tesi l'11 aprile 2027, come indicato nel calendario delle sessioni di laurea per l'Anno Accademico 2025/2026.",0.800,0.683,0.200,1.000,0.441
2025-11-03 16:08:23,Quante sessioni di laurea sono previste complessivamente nel calendario 2025-2026?,Non presente nei documenti,nan,0.000,0.000,0.000,0.130
2025-11-03 16:08:23,Le date delle lauree sono identiche per i corsi triennali e magistrali?,Non presente nei documenti,nan,0.000,0.000,0.000,0.137
2025-11-03 16:08:23,Vengono specificate le scadenze per la presentazione della domanda di laurea?,"Le scadenze per la presentazione della domanda di laurea sono specificate nella Fonte 5 (ing_info_calendario_lauree), che fornisce il calendario delle sessioni di laurea per l'Anno Accademico 2025/2026. In particolare, le scadenze per la presentazione della domanda di esame di laurea e la consegna della tesi sono le seguenti: per la sessione estiva, il 29 maggio e il 28 agosto 2026; per la sessione autunnale, il 23 ottobre 2026; per la sessione invernale, il 1 gennaio 2027; e per la sessione primaverile, il 12 marzo 2027. Inoltre, sono indicate anche le date per la discussione della tesi e la consegna del titolo della tesi (foglio giallo).",0.750,0.815,0.200,1.000,0.309
2025-11-03 16:08:23,È indicato l’orario preciso di inizio delle sedute di laurea?,Non presente nei documenti.,1.000,0.000,0.887,1.000,0.903
2025-11-03 16:08:23,Che cos'è il programma Erasmus+?,Non presente nei documenti,nan,0.000,0.000,0.000,0.137
2025-11-03 16:08:23,Quali sono le due tipologie principali di mobilità previste dal programma Erasmus+?,"Le due tipologie principali di mobilità previste dal programma Erasmus+ sono la mobilità per studio (Erasmus+ for studies) e la mobilità per tirocinio (Erasmus+ Traineeship), come indicato nel testo che menziona ""la mobilità degli studenti per periodi di studio (esami e tesi di laurea) in ambito Erasmus+ e di tirocinio e stage in ambito Erasmus+ Traineeship"".",1.000,1.000,0.250,1.000,0.650
2025-11-03 16:08:23,Chi è il delegato Erasmus del Dipartimento di Ingegneria?,Non presente nei documenti,nan,0.000,0.000,0.000,0.126
2025-11-03 16:08:23,Quali attività possono essere svolte durante la mobilità a fini di studio?,Non presente nei documenti.,0.000,0.000,0.000,0.000,0.137
2025-11-03 16:08:23,Quali sono i requisiti per partecipare al programma Erasmus+ Traineeship?,Non presente nei documenti.,0.000,0.000,0.000,0.500,0.132
2025-11-03 16:08:23,In quale periodo viene pubblicato il bando Erasmus?,Non presente nei documenti,nan,0.000,0.000,0.000,0.153
